,Unnamed..0,loc,created_at,latitude,longitude,username,text,text_translated,geometry,year_month,index_right,CNTR_CODE
11,268388,Hamburg,2020-02-27 21:53:22+00:00,53.550.341,10.000.654,370555,"RT @ChristophBeisl1: Warum Peter Altmaier und die CDU die #Windenergie vollständig an die Wand fahren...
Eine Reportage über Spitzentechnol…","RT @ChristophBeisl1: Why Peter Altmaier and the CDU are completely driving #windenergy into the ground...
A report on cutting-edge technology...",POINT (10.000654 53.550341),2020-02,2,DE
12,268495,Hamburg,2020-02-27 14:59:09+00:00,53.550.341,10.000.654,158524,"RT @chrz_5: Danke @ZDFzoom für die beste Darstellung der politischen Hindernisse für #Windenergie in Deutschland. Windenergie ist günstig,…","RT @chrz_5: Thanks @ZDFzoom for the best presentation of the political obstacles to #windenergy in Germany. Wind energy is cheap,…",POINT (10.000654 53.550341),2020-02,2,DE
13,268606,Hamburg,2020-02-27 10:52:29+00:00,53.550.341,10.000.654,279322,Flaute in der #Windkraft. #Energiewende am Ende? Was tun gegen den #Klimawandel? Guter Bericht über den Absturz der #Windenergie &amp; #PeterAltmaier von Jörg Moll. https://t.co/EzXYImu1ub,Lull in #wind power. #Energy transition at an end? What can be done about #climatechange? Good report on the collapse of #wind energy &amp; #PeterAltmaier by Jörg Moll. https://t.co/EzXYImu1ub,POINT (10.000654 53.550341),2020-02,2,DE
14,268630,Hamburg,2020-02-27 10:20:04+00:00,53.550.341,10.000.654,652181,RT @peter_simone: ZDFzoom: „Das Ende der Energiewende?“ - Wer es nicht sehen konnte - jetzt in der ZDFmediathek. Wie der kostengünstige Kli…,"RT @peter_simone: ZDFzoom: ""The end of the energy transition?"" - If you didn't get to see it, it's now available in the ZDF media library. How the cost-effective climate...",POINT (10.000654 53.550341),2020-02,2,DE
15,268667,Hamburg,2020-02-27 09:42:18+00:00,53.550.341,10.000.654,321727,#Kommentar : Die #Windenergie hat ganz andere #Probleme als die 1000-#Meter-Abstandsregel https://t.co/yZhji3RxvM,#Comment: #Wind energy has completely different #problems than the 1000-meter distance rule https://t.co/yZhji3RxvM,POINT (10.000654 53.550341),2020-02,2,DE
16,268899,Hamburg,2020-02-26 22:00:03+00:00,53.550.341,10.000.654,256675,"@tapioliller @peteraltmaier Danke für den Tipp. Ich verstehe nicht, was Altmeier (CDU) da reitet. Windkraft wird abgewürgt, Arbeitsplätze abgebaut. FDP-Rösler und CDU-Röttgen haben vor ca. 10 Jahren die deutsche Solarwirtschaft gestoppt und ca. 40.000 Arbeitsplätze im Mittelstand vernichtet.","@tapioliller @peteraltmaier Thanks for the tip. I don't understand what Altmeier (CDU) is up to. Wind power is being strangled, jobs are being cut. About 10 years ago, Rösler (FDP) and Röttgen (CDU) stopped the German solar industry and destroyed approximately 40,000 jobs in small and medium-sized businesses.",POINT (10.000654 53.550341),2020-02,2,DE
17,268977,Hamburg,2020-02-26 18:22:10+00:00,53.550.341,10.000.654,321727,RT @VQuaschning: Nach dem #Windkraft-Einbruch an Land schwächelt auch die #Offshore-Windkraft. Dabei brauchen wir einen starken Zubau für u…,"RT @VQuaschning: After the onshore #windpower slump, #offshorewindpower is also weakening. Yet we need significant expansion for our...",POINT (10.000654 53.550341),2020-02,2,DE
18,269044,Hamburg,2020-02-26 15:29:18+00:00,53.550.341,10.000.654,492210,"Ein starker Sturm kann für jedes Schiff gefährlich sein. Bei d. Santorini kam am 25.2. hinzu, dass ein Ruderblatt verloren ging, sie trieb manövrierunfähig Richtung Windpark. Das ist für die Seeleute an Bord eine schwierige Situation. Ein Schlepper half.  
Foto: Havariekommando. https://t.co/OaXeXHrcQM","A strong storm can be dangerous for any ship. On February 25, the Santorini lost a rudder blade, and she drifted toward the wind farm, unable to maneuver. This is a difficult situation for the sailors on board. A tugboat assisted.
Photo: Central Command for Maritime Emergencies. https://t.co/OaXeXHrcQM",POINT (10.000654 53.550341),2020-02,2,DE
19,269115,Hamburg,2020-02-26 13:15:35+00:00,53.550.341,10.000.654,321727,RT @everdichter: Breite Teilhabe an Windenergie umsetzen – BWE legt Aktionsplan für mehr Teilhabe und regionale Wertschöpfung vor https://t…,RT @everdichter: Implementing broad participation in wind energy – BWE presents action plan for greater participation and regional added value https://t…,POINT (10.000654 53.550341),2020-02,2,DE
20,269170,Hamburg,2020-02-26 10:43:54+00:00,53.550.341,10.000.654,349423,Kürzere Durchlaufzeiten in der Composite-Fertigung  #windenergie #Laser #LAP #Werkzeug #Kalibrierung #Laserprojektion #Position #JECWorld https://t.co/jExinkjuJr,Shorter lead times in composite manufacturing #windenergy #laser #LAP #tool #calibration #laserprojection #position #JECWorld https://t.co/jExinkjuJr,POINT (10.000654 53.550341),2020-02,2,DE
21,269220,Hamburg,2020-02-26 09:25:58+00:00,53.550.341,10.000.654,370555,"RT @JensHilgenberg: Einsicht ist der erste Schritt zur Besserung...

Ohne Aufhebung der #Abstandsregelung keine #Energiewende!  
#Altmaier…","RT @JensHilgenberg: Insight is the first step towards improvement...

Without lifting the #distance rule, there will be no #energytransition!
#Altmaier...",POINT (10.000654 53.550341),2020-02,2,DE
22,269239,Hamburg,2020-02-26 08:38:23+00:00,53.550.341,10.000.654,321727,RT @BWEeV: Eine gute Nachricht zum 20. Jährigen #EEG Jubiläum!! Da hat sich unsere Arbeit gelohnt. Laut @SPIEGEL_Politik will @peteraltmaie…,"RT @BWEeV: Good news for the 20th anniversary of the #EEG! Our work has paid off. According to @SPIEGEL_Politik, @peteraltmaie…",POINT (10.000654 53.550341),2020-02,2,DE
23,269276,Hamburg,2020-02-26 07:17:30+00:00,53.550.341,10.000.654,321727,RT @50Hertzcom: Sturmtief #Xanthippe hat für einen doppelten Rekord im Netz von #50Hertz gesorgt: neben einem neuen #Windenergie-Einspeiser…,RT @50Hertzcom: Storm #Xanthippe has caused a double record in the #50Hertz network: in addition to a new #wind energy feed-in...,POINT (10.000654 53.550341),2020-02,2,DE
24,269312,Hamburg,2020-02-26 04:30:52+00:00,53.550.341,10.000.654,333190,"RT @rbb24: Befragungen von Anwohnern und Anwohnerinnen, die in der Nähe von Windkraftanlagen wohnen, zeigen, dass nur eine Minderheit gegen…",RT @rbb24: Surveys of residents living near wind turbines show that only a minority are against...,POINT (10.000654 53.550341),2020-02,2,DE
25,269364,Hamburg,2020-02-25 21:10:27+00:00,53.550.341,10.000.654,341325,"RT @renatawithhat: Endlich!
#Energiewende: #Altmaier will pauschale #Abstandsregel für #Windkraft streichen https://t.co/DhnFgqrl8E via @de…","RT @renatawithhat: Finally!
#EnergyTransition: #Altmaier wants to abolish blanket #distance rule for #wind power https://t.co/DhnFgqrl8E via @de…",POINT (10.000654 53.550341),2020-02,2,DE
26,269419,Hamburg,2020-02-25 18:51:23+00:00,53.550.341,10.000.654,567980,"Die beste Nachricht des Tages

Energiewende: Altmaier will pauschale Abstandsregel für Windkraft streichen https://t.co/BWN4bpvqA2 via @derspiegel","The best news of the day

Energy transition: Altmaier wants to abolish the blanket distance rule for wind power https://t.co/BWN4bpvqA2 via @derspiegel",POINT (10.000654 53.550341),2020-02,2,DE
27,269474,Hamburg,2020-02-25 16:57:48+00:00,53.550.341,10.000.654,84768,Fänds trotzdem gut wenn er zu mir weiterhin 1000m Abstand hält. https://t.co/45WzpAg7bF,"I'd still like it if he continued to keep a distance of 1,000 meters from me. https://t.co/45WzpAg7bF",POINT (10.000654 53.550341),2020-02,2,DE
28,269499,Hamburg,2020-02-25 14:58:29+00:00,53.550.341,10.000.654,349423,BWE mit Aktionsplan #windenergie #Verband #Teilhabe #Akzeptanz #Wertschöpfung #Beteiligung #erneuerbareEnergie #bürgernah #Kommunen https://t.co/MQuf1UuGQC,BWE with action plan #windenergy #association #participation #acceptance #value creation #involvement #renewableenergy #citizen-oriented #municipalities https://t.co/MQuf1UuGQC,POINT (10.000654 53.550341),2020-02,2,DE
29,269533,Hamburg,2020-02-25 10:47:08+00:00,53.550.341,10.000.654,349423,wpd windmanager übernimmt Betriebsführung für Windpark Hamwiede #windenergie #IWB #wpdwindmanager #Nordex #Management #Niedersachsen #MW https://t.co/n1zHxz9u9y,wpd windmanager takes over operational management of Hamwiede wind farm #windenergy #IWB #wpdwindmanager #Nordex #Management #LowerSaxony #MW https://t.co/n1zHxz9u9y,POINT (10.000654 53.550341),2020-02,2,DE
30,269567,Hamburg,2020-02-25 08:36:46+00:00,53.550.341,10.000.654,349423,"Wahl in Hamburg ""Weckruf"" #windenergie #BEE #Kommentar #SimonePeter #Bürgerschaftswahl #Klimaschutzgesetz #Hansestadt #PV #Wind #Solar #offshore #onshore #Ministerpräsident https://t.co/v8na54zx1C","Hamburg election ""wake-up call"" #windenergy #BEE #comment #SimonePeter #stateelection #climateprotectionlaw #Hanseaticcity #PV #wind #solar #offshore #onshore #prime minister https://t.co/v8na54zx1C",POINT (10.000654 53.550341),2020-02,2,DE
31,269650,Hamburg,2020-02-24 16:59:49+00:00,53.550.341,10.000.654,614518,"RT @Oliver_Krischer: Die @CDU sollte sich bei 11% in #Hamburg auch mal fragen, ob das nicht etwas mit ihrer fortgesetzten destruktiven Bloc…","RT @Oliver_Krischer: With 11% in #Hamburg, the @CDU should ask itself whether this doesn't have something to do with its continued destructive bloc...",POINT (10.000654 53.550341),2020-02,2,DE
32,269767,Hamburg,2020-02-24 08:15:21+00:00,53.550.341,10.000.654,652181,"RT @ConstZerger: Während @peteraltmaier und das @BMWi_Bund von blauem #Wasserstoff und #CCS träumen, wird andernorts der Weg für grünen #Wa…","RT @ConstZerger: While @peteraltmaier and the @BMWi_Bund dream of blue #hydrogen and #CCS, elsewhere the path is being paved for green #water.",POINT (10.000654 53.550341),2020-02,2,DE
33,269903,Hamburg,2020-02-23 10:18:01+00:00,53.550.341,10.000.654,876244,"RT @EvaStegen: @BaerbelHoehn Hier sieht man, welche Marktanteile die Erneuerbaren der fossil-atomaren Stromwirtschaft weggenommen haben. Ni…",RT @EvaStegen: @BaerbelHoehn Here you can see the market share that renewables have taken away from the fossil-nuclear power industry. Not…,POINT (10.000654 53.550341),2020-02,2,DE
34,270058,Hamburg,2020-02-21 20:20:20+00:00,53.550.341,10.000.654,321727,"RT @peter_simone: „Solange die Windkraftfragen nicht geklärt sind, befindet sich die #Photovoltaik quasi in Geiselhaft. Altmaier deutete nu…","RT @peter_simone: ""As long as the wind power issues aren't resolved, #photovoltaics is essentially held hostage. Altmaier now hinted...",POINT (10.000654 53.550341),2020-02,2,DE
35,270062,Hamburg,2020-02-21 19:58:31+00:00,53.550.341,10.000.654,321727,RT @pdfkungfoo: @rohdepatrick @peteraltmaier Sehr erhellender #Thread über die #Verfilzungen und #Seilschaften im @BMWi_Bund mit #Altmeier…,RT @pdfkungfoo: @rohdepatrick @peteraltmaier Very enlightening #thread about the #entanglements and #cliques in the @BMWi_Bund with #Altmeier…,POINT (10.000654 53.550341),2020-02,2,DE
36,270147,Hamburg,2020-02-21 16:00:20+00:00,53.550.341,10.000.654,530040,"RT @VQuaschning: Prima Studie vom @FraunhoferISE: 
100% Erneuerbare Energien in Deutschland sind möglich und auch bezahlbar. 
Beharrung und…","RT @VQuaschning: Great study from @FraunhoferISE:
100% renewable energy in Germany is possible and affordable.
Persistence and...",POINT (10.000654 53.550341),2020-02,2,DE
37,270187,Hamburg,2020-02-21 13:22:14+00:00,53.550.341,10.000.654,759972,"@Hummel_Hummel90 @SoharyManuel @DLFNachrichten Klar, weil so ein Windpark ja auch so teuer zu entsorgen ist wie ein radioaktives Atomkraftwerk... Was kostet noch mal der Rückbau eines Kraftwerks?
https://t.co/eM4RVkdBo3
Aber es ist sowieso abstrus, Atomkraft als Freiheit zu verkaufen. Das ist Geldscheffelei auf Kosten aller.","@Hummel_Hummel90 @SoharyManuel @DLFNachrichten Sure, because a wind farm is just as expensive to dispose of as a radioactive nuclear power plant... How much does it cost to dismantle a power plant again?
https://t.co/eM4RVkdBo3
But it's absurd anyway to sell nuclear power as freedom. It's just a money-making scheme at everyone's expense.",POINT (10.000654 53.550341),2020-02,2,DE
38,270278,Hamburg,2020-02-21 07:47:33+00:00,53.550.341,10.000.654,349423,50Hertz und Statkraft erproben Redispatch mit Erneuerbare-Energien-Anlagen in der Praxis  #windenergie #Resdispatch #50Hertz #EE #Stromnetz.Enpass #erneuerbareEnergie #regional #verteilnetz #Direktvermarkter #Strommarkt https://t.co/XdnLEjSugO,50Hertz and Statkraft are testing redispatch with renewable energy plants in practice #windenergy #Resdispatch #50Hertz #EE #Stromnetz.Enpass #renewableenergy #regional #distributiongrid #directmarketer #electricitymarket https://t.co/XdnLEjSugO,POINT (10.000654 53.550341),2020-02,2,DE
39,270376,Hamburg,2020-02-20 14:04:00+00:00,53.550.341,10.000.654,349423,ABO Wind bei Ausschreibung erfolgreich #windenergie #Genehmigung #Ausbau #Windkraft #Windpark #Zuschlag #Erfolg #Gebot #Deutschland #EEG #GE #Anlage #Tesla https://t.co/LINDNOcv3U,ABO Wind successful in tender #windenergy #approval #expansion #windpower #windfarm #award #success #bid #Germany #EEG #GE #plant #Tesla https://t.co/LINDNOcv3U,POINT (10.000654 53.550341),2020-02,2,DE
40,270394,Hamburg,2020-02-20 12:36:21+00:00,53.550.341,10.000.654,866129,"""Ohne #staatliche #Unterstützung setzt sich in der #Energiewirtschaft kaum eine neue #Technik durch. Erst das #ErneuerbareEnergie|n-#Gesetz hat den Durchbruch von #Windkraft und #Fotovoltaik möglich gemacht."" 
https://t.co/eSV0Ea8jsX","""Without #government #support, hardly any new #technology can establish itself in the #energy industry. Only the #RenewableEnergy #Act has made the breakthrough of #wind power and #photovoltaics possible.""
https://t.co/eSV0Ea8jsX",POINT (10.000654 53.550341),2020-02,2,DE
41,270456,Hamburg,2020-02-20 08:37:04+00:00,53.550.341,10.000.654,349423,innogy und NEW erhalten in deutscher Onshore-Auktion Zuschlag für Kooperationswindpark Jüchen #windenergie #Windpark #innogy #MW #Baustart #Quartal #Ausschreibung #Garzweiler #Tagebau #Kohleausstieg https://t.co/zn7cQVSurT,innogy and NEW win contract for Jüchen cooperative wind farm in German onshore auction #windenergy #windfarm #innogy #MW #constructionstart #quarter #tender #Garzweiler #opencastmine #coalphaseout https://t.co/zn7cQVSurT,POINT (10.000654 53.550341),2020-02,2,DE
42,270493,Hamburg,2020-02-19 22:35:31+00:00,53.550.341,10.000.654,321727,"RT @Oliver_Krischer: Weder eine #Tesla Giga-Factory noch die #Windenergie sind das Problem des Naturschutzes. Im Gegenteil: #Klimaschutz, n…","RT @Oliver_Krischer: Neither a #Tesla Gigafactory nor #wind energy are the problem for nature conservation. On the contrary: #climate protection, n…",POINT (10.000654 53.550341),2020-02,2,DE
43,270616,Hamburg,2020-02-19 14:43:37+00:00,53.550.341,10.000.654,652181,RT @zukunft_erdgas: Das Projekt #Gigastack in der Humber-Region an der ostenglischen Küste 🇬🇧 geht in die nächste Runde. Ziel ist es die Um…,RT @zukunft_erdgas: The #Gigastack project in the Humber region on the East Anglian coast 🇬🇧 is entering the next phase. The goal is to…,POINT (10.000654 53.550341),2020-02,2,DE
44,270665,Hamburg,2020-02-19 11:46:44+00:00,53.550.341,10.000.654,372862,RT @ADressel: Für viele ist es das Wahrzeichen der Elbinseln: die #Windmühle #Johanna in #Wilhelmsburg. Für notwendige Sanierungsmaßnahmen…,"RT @ADressel: For many, it's the landmark of the Elbe islands: the #Windmill #Johanna in #Wilhelmsburg. Necessary renovation work…",POINT (10.000654 53.550341),2020-02,2,DE
45,270719,Hamburg,2020-02-19 08:53:33+00:00,53.550.341,10.000.654,349423,Schweiz: 2018 74% erneuerbare Energien - aber Wind hat kaum Anteil #windenergie #Strom #Produktionsmix #Liefermix #erneuerbareEnegrie #Solar #Wasserkraft #Handel #Ausland #Import https://t.co/W8mVtCW8s3,Switzerland: 74% renewable energy in 2018 - but wind barely accounts for the share #windenergy #electricity #productionmix #supplymix #renewableenergy #solar #hydropower #trade #abroad #import https://t.co/W8mVtCW8s3,POINT (10.000654 53.550341),2020-02,2,DE
46,270929,Hamburg,2020-02-18 14:02:52+00:00,53.550.341,10.000.654,321727,"RT @bwe_sh: Heut starkes Statement von U. Polkaehn, DGB Nord zur Veröffentlichung des industriepolitischen Papiers für SH: 
Ohne Windenergi…","RT @bwe_sh: Strong statement today from U. Polkaehn, DGB North, on the publication of the industrial policy paper for Schleswig-Holstein:
Without wind energy...",POINT (10.000654 53.550341),2020-02,2,DE
47,270977,Hamburg,2020-02-18 10:38:04+00:00,53.550.341,10.000.654,349423,eno steigt auf Elektro um  #windenergie #Service #elektrisch #E-Auto #Serviceflotte #Standort #CO2 #klimaneutral #Windkraftanlage #onshore https://t.co/FJhM7J3Dl9,eno switches to electric #windenergy #service #electric #electriccar #servicefleet #location #CO2 #climateneutral #windturbine #onshore https://t.co/FJhM7J3Dl9,POINT (10.000654 53.550341),2020-02,2,DE
48,271007,Hamburg,2020-02-18 09:13:58+00:00,53.550.341,10.000.654,349423,Vernetzung maritimer Wirtschaft und Interessen in Europa soll verbessert werden #windenergie #MaritimerKoordinator #Brüssel #EU #maritimeWirtschaft #offshore #Zusammenarbeit #Landstrominitiative #Meerestechnik https://t.co/jPq9FIG2qV,Networking of maritime economy and interests in Europe should be improved #windenergy #MaritimeCoordinator #Brussels #EU #maritimeEconomy #offshore #cooperation #shorepowerinitiative #marinetechnology https://t.co/jPq9FIG2qV,POINT (10.000654 53.550341),2020-02,2,DE
49,271165,Hamburg,2020-02-17 14:21:50+00:00,53.550.341,10.000.654,349423,Neuer EE-Strom-Tagesrekord in Deutschland #windenergie #FraunhoferISE #EnergyCharts #Windstrom #Anteil #Solar #Rekord #Wind https://t.co/SzQc49ZAnG,New daily renewable electricity record in Germany #windenergy #FraunhoferISE #EnergyCharts #Windpower #Share #Solar #Record #Wind https://t.co/SzQc49ZAnG,POINT (10.000654 53.550341),2020-02,2,DE
50,271220,Hamburg,2020-02-17 11:22:00+00:00,53.550.341,10.000.654,638864,"RT @peter_simone: Glücklicherweise ist es gar nicht so, dass überall Widerstand gegen #Windenergie wächst - sonst wären nicht 30.000 Anlage…","RT @peter_simone: Fortunately, it's not the case that resistance to #windenergy is growing everywhere - otherwise there wouldn't be 30,000 turbines...",POINT (10.000654 53.550341),2020-02,2,DE
51,271252,Hamburg,2020-02-17 10:12:36+00:00,53.550.341,10.000.654,349423,OffTEC goes South #windenergie #Süddeutschland #Bayern #Norden #Aus-undFortbildung #Traininigszentrum #GWO #Auffrischung #sterreich https://t.co/wVbvJ18A5P,OffTEC goes South #windenergy #SouthernGermany #Bavaria #North #TrainingandFurtherEducation #TrainingCenter #GWO #Refresher #Austria https://t.co/wVbvJ18A5P,POINT (10.000654 53.550341),2020-02,2,DE
52,271290,Hamburg,2020-02-17 09:03:04+00:00,53.550.341,10.000.654,349423,Studie: Klimaschutzziele in der Energieversorgung erreichbar #windenergie #Energiewende #FraunhoferISE #Wind #PV #Solar #CO2 #Emissionen #Aufwand #Ausbau #onshore #offshore #Vermeidungskosten #Kosten #Technik #Studie https://t.co/Oio8C9Nj28,Study: Climate protection goals in energy supply achievable #windenergy #energytransition #FraunhoferISE #Wind #PV #Solar #CO2 #Emissions #Expenditure #Expansion #onshore #offshore #Avoidancecosts #Costs #Technology #Study https://t.co/Oio8C9Nj28,POINT (10.000654 53.550341),2020-02,2,DE
53,271306,Hamburg,2020-02-17 08:40:10+00:00,53.550.341,10.000.654,349423,Etapenziel erreicht: Bedarfsgesteuerte Nachtkennzeichnung (BNK) für Windräder kommt #windenergie #Dauerblinken #nachts #EEG #AVV #BNK #Anwohner #Akzeptanz #Luftfahrthindernis #Hürde #BWE #Verband #HermannAlbers https://t.co/hjHwcE9BHF,Milestone reached: Demand-controlled nighttime marking (BNK) for wind turbines is coming #windenergy #continuousflashing #atnight #EEG #AVV #BNK #residents #acceptance #aviationobstacle #hurdle #BWE #Association #HermannAlbers https://t.co/hjHwcE9BHF,POINT (10.000654 53.550341),2020-02,2,DE
54,271457,Hamburg,2020-02-16 18:07:19+00:00,53.550.341,10.000.654,565801,"RT @BiGegenwind: Sang- und Klanglos beschlossen. Die Verschandelung unserer Landschaften ist freigegeben...

10 000 Hektar in Südhessen für…","RT @BiGegenwind: Decided without fanfare. The disfigurement of our landscapes is permitted...

10,000 hectares in southern Hesse for...",POINT (10.000654 53.550341),2020-02,2,DE
55,271528,Hamburg,2020-02-16 14:20:28+00:00,53.550.341,10.000.654,566537,"@behemothhh @UlrichEichelman insgesamt nicht weiter steigen sollen"" – was für ein armseliges Ziel ist das angesichts der jetzt schon (nicht nur durch Windkraft) desolaten Lage der Vogelwelt in D? Und wie sollen ein paar Ausgleichsflächen das garantieren? Warum verliert der NABU-Chef kein Wort über/2","@behemothhh @UlrichEichelman ""The overall number of birds should not increase any further"" – what a pathetic goal is that, given the already desolate state of birdlife in Germany (not only due to wind power)? And how are a few compensatory areas supposed to guarantee that? Why doesn't the NABU head say a word about/2",POINT (10.000654 53.550341),2020-02,2,DE
56,271595,Hamburg,2020-02-16 11:59:35+00:00,53.550.341,10.000.654,321727,#Energiewende dann lieber doch nicht... ich will trotzdem kein #Windrad vor der Tür https://t.co/gy6H77o2JI via @zeitonline,#EnergyTurbine then better not... I still don't want a #windturbine in front of my door https://t.co/gy6H77o2JI via @zeitonline,POINT (10.000654 53.550341),2020-02,2,DE
57,271707,Hamburg,2020-02-16 09:01:44+00:00,53.550.341,10.000.654,411105,"Jährlich müsste etwa die fünffache Menge an neuen Windrädern gebaut werden, wenn Deutschland seine Zusage einhalten will, bis 2030 den Strom zu 65 Prozent aus erneuerbaren Energien zu beziehen. https://t.co/EEUubhf9c5",About five times as many new wind turbines would have to be built annually if Germany wants to keep its commitment to generate 65 percent of its electricity from renewable sources by 2030. https://t.co/EEUubhf9c5,POINT (10.000654 53.550341),2020-02,2,DE
58,271847,Hamburg,2020-02-15 23:24:55+00:00,53.550.341,10.000.654,183275,RT @Hallaschka_HH: „Tickende Zeitbomben sagt der TÜV“ #Windenergie #Windräder,"RT @Hallaschka_HH: “Ticking time bombs, says TÜV” #windenergy #windturbines",POINT (10.000654 53.550341),2020-02,2,DE
59,272005,Hamburg,2020-02-15 19:12:32+00:00,53.550.341,10.000.654,321727,RT @LEE_NRW: #Windräder werden nachts bald weniger blinken. Ein entsprechender Gesetzentwurf der #Bundesregierung auf Initiative der Windbr…,"RT @LEE_NRW: #Wind turbines will soon flash less at night. A corresponding bill from the #FederalGovernment, initiated by the Windbr…",POINT (10.000654 53.550341),2020-02,2,DE
