,Unnamed: 0.1,Unnamed: 0,Unnamed..0,loc,created_at,latitude,longitude,username,text,text_translated,geometry,year_month,index_right,CNTR_CODE,Number of Posts,Topics
18,18,19,269115,Hamburg,2020-02-26 13:15:35+00:00,53.550.341,10.000.654,321727,RT @everdichter: Breite Teilhabe an Windenergie umsetzen – BWE legt Aktionsplan für mehr Teilhabe und regionale Wertschöpfung vor https://t…,rt @ everdichter : implementing broad participation wind energy – bwe presents action plan greater participation regional added value https : //t…,POINT (10.000654 53.550341),2020-02,2,DE,1,5
19,19,20,269170,Hamburg,2020-02-26 10:43:54+00:00,53.550.341,10.000.654,349423,Kürzere Durchlaufzeiten in der Composite-Fertigung  #windenergie #Laser #LAP #Werkzeug #Kalibrierung #Laserprojektion #Position #JECWorld https://t.co/jExinkjuJr,shorter lead times composite manufacturing # windenergy # laser # lap # tool # calibration # laserprojection # position # jecworld,POINT (10.000654 53.550341),2020-02,2,DE,1,8
20,20,21,269220,Hamburg,2020-02-26 09:25:58+00:00,53.550.341,10.000.654,370555,"RT @JensHilgenberg: Einsicht ist der erste Schritt zur Besserung...

Ohne Aufhebung der #Abstandsregelung keine #Energiewende!  
#Altmaier…","rt @ jenshilgenberg : insight first step towards improvement ... without lifting # distance rule , will # energytransition ! # altmaier ...",POINT (10.000654 53.550341),2020-02,2,DE,1,2
21,21,22,269239,Hamburg,2020-02-26 08:38:23+00:00,53.550.341,10.000.654,321727,RT @BWEeV: Eine gute Nachricht zum 20. Jährigen #EEG Jubiläum!! Da hat sich unsere Arbeit gelohnt. Laut @SPIEGEL_Politik will @peteraltmaie…,"rt @ bweev : good news 20th anniversary # eeg ! work paid . according @ spiegel_politik , @ peteraltmaie…",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
22,22,23,269276,Hamburg,2020-02-26 07:17:30+00:00,53.550.341,10.000.654,321727,RT @50Hertzcom: Sturmtief #Xanthippe hat für einen doppelten Rekord im Netz von #50Hertz gesorgt: neben einem neuen #Windenergie-Einspeiser…,rt @ 50hertzcom : storm # xanthippe caused double record # 50hertz network : addition new # wind energy feed-in ...,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
23,23,24,269312,Hamburg,2020-02-26 04:30:52+00:00,53.550.341,10.000.654,333190,"RT @rbb24: Befragungen von Anwohnern und Anwohnerinnen, die in der Nähe von Windkraftanlagen wohnen, zeigen, dass nur eine Minderheit gegen…",rt @ rbb24 : surveys residents living near wind turbines show minority ...,POINT (10.000654 53.550341),2020-02,2,DE,1,35
24,24,25,269364,Hamburg,2020-02-25 21:10:27+00:00,53.550.341,10.000.654,341325,"RT @renatawithhat: Endlich!
#Energiewende: #Altmaier will pauschale #Abstandsregel für #Windkraft streichen https://t.co/DhnFgqrl8E via @de…",rt @ renatawithhat : finally ! # energytransition : # altmaier wants abolish blanket # distance rule # wind power via @ de…,POINT (10.000654 53.550341),2020-02,2,DE,1,2
25,25,26,269419,Hamburg,2020-02-25 18:51:23+00:00,53.550.341,10.000.654,567980,"Die beste Nachricht des Tages

Energiewende: Altmaier will pauschale Abstandsregel für Windkraft streichen https://t.co/BWN4bpvqA2 via @derspiegel",best news day energy transition : altmaier wants abolish blanket distance rule wind power via @ derspiegel,POINT (10.000654 53.550341),2020-02,2,DE,1,2
26,26,27,269474,Hamburg,2020-02-25 16:57:48+00:00,53.550.341,10.000.654,84768,Fänds trotzdem gut wenn er zu mir weiterhin 1000m Abstand hält. https://t.co/45WzpAg7bF,"d still like continued keep distance 1,000 meters .",POINT (10.000654 53.550341),2020-02,2,DE,1,2
27,27,28,269499,Hamburg,2020-02-25 14:58:29+00:00,53.550.341,10.000.654,349423,BWE mit Aktionsplan #windenergie #Verband #Teilhabe #Akzeptanz #Wertschöpfung #Beteiligung #erneuerbareEnergie #bürgernah #Kommunen https://t.co/MQuf1UuGQC,bwe action plan # windenergy # association # participation # acceptance # value creation # involvement # renewableenergy # citizen-oriented # municipalities,POINT (10.000654 53.550341),2020-02,2,DE,1,5
28,28,29,269533,Hamburg,2020-02-25 10:47:08+00:00,53.550.341,10.000.654,349423,wpd windmanager übernimmt Betriebsführung für Windpark Hamwiede #windenergie #IWB #wpdwindmanager #Nordex #Management #Niedersachsen #MW https://t.co/n1zHxz9u9y,wpd windmanager takes operational management hamwiede wind farm # windenergy # iwb # wpdwindmanager # nordex # management # lowersaxony # mw,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
29,29,30,269567,Hamburg,2020-02-25 08:36:46+00:00,53.550.341,10.000.654,349423,"Wahl in Hamburg ""Weckruf"" #windenergie #BEE #Kommentar #SimonePeter #Bürgerschaftswahl #Klimaschutzgesetz #Hansestadt #PV #Wind #Solar #offshore #onshore #Ministerpräsident https://t.co/v8na54zx1C",hamburg election `` wake-up call  # windenergy # bee # comment # simonepeter # stateelection # climateprotectionlaw # hanseaticcity # pv # wind # solar # offshore # onshore # prime minister,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
30,30,31,269650,Hamburg,2020-02-24 16:59:49+00:00,53.550.341,10.000.654,614518,"RT @Oliver_Krischer: Die @CDU sollte sich bei 11% in #Hamburg auch mal fragen, ob das nicht etwas mit ihrer fortgesetzten destruktiven Bloc…","rt @ oliver_krischer : 11 % # hamburg , @ cdu ask whether nt something continued destructive bloc ...",POINT (10.000654 53.550341),2020-02,2,DE,1,12
31,31,32,269767,Hamburg,2020-02-24 08:15:21+00:00,53.550.341,10.000.654,652181,"RT @ConstZerger: Während @peteraltmaier und das @BMWi_Bund von blauem #Wasserstoff und #CCS träumen, wird andernorts der Weg für grünen #Wa…","rt @ constzerger : @ peteraltmaier @ bmwi_bund dream blue # hydrogen # ccs , elsewhere path paved green # water .",POINT (10.000654 53.550341),2020-02,2,DE,1,9
32,32,33,269903,Hamburg,2020-02-23 10:18:01+00:00,53.550.341,10.000.654,876244,"RT @EvaStegen: @BaerbelHoehn Hier sieht man, welche Marktanteile die Erneuerbaren der fossil-atomaren Stromwirtschaft weggenommen haben. Ni…",rt @ evastegen : @ baerbelhoehn can see market share renewables taken away fossil-nuclear power industry . not…,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
33,33,34,270058,Hamburg,2020-02-21 20:20:20+00:00,53.550.341,10.000.654,321727,"RT @peter_simone: „Solange die Windkraftfragen nicht geklärt sind, befindet sich die #Photovoltaik quasi in Geiselhaft. Altmaier deutete nu…","rt @ peter_simone : `` long wind power issues nt resolved , # photovoltaics essentially held hostage . altmaier now hinted ...",POINT (10.000654 53.550341),2020-02,2,DE,1,1
34,34,35,270062,Hamburg,2020-02-21 19:58:31+00:00,53.550.341,10.000.654,321727,RT @pdfkungfoo: @rohdepatrick @peteraltmaier Sehr erhellender #Thread über die #Verfilzungen und #Seilschaften im @BMWi_Bund mit #Altmeier…,rt @ pdfkungfoo : @ rohdepatrick @ peteraltmaier enlightening # thread # entanglements # cliques @ bmwi_bund # altmeier…,POINT (10.000654 53.550341),2020-02,2,DE,1,12
35,35,36,270147,Hamburg,2020-02-21 16:00:20+00:00,53.550.341,10.000.654,530040,"RT @VQuaschning: Prima Studie vom @FraunhoferISE: 
100% Erneuerbare Energien in Deutschland sind möglich und auch bezahlbar. 
Beharrung und…",rt @ vquaschning : great study @ fraunhoferise : 100 % renewable energy germany possible affordable . persistence ...,POINT (10.000654 53.550341),2020-02,2,DE,1,0
36,36,37,270187,Hamburg,2020-02-21 13:22:14+00:00,53.550.341,10.000.654,759972,"@Hummel_Hummel90 @SoharyManuel @DLFNachrichten Klar, weil so ein Windpark ja auch so teuer zu entsorgen ist wie ein radioaktives Atomkraftwerk... Was kostet noch mal der Rückbau eines Kraftwerks?
https://t.co/eM4RVkdBo3
Aber es ist sowieso abstrus, Atomkraft als Freiheit zu verkaufen. Das ist Geldscheffelei auf Kosten aller.","@ hummel_hummel90 @ soharymanuel @ dlfnachrichten sure , wind farm just expensive dispose radioactive nuclear power plant ... much cost dismantle power plant ? s absurd anyway sell nuclear power freedom . s just money-making scheme everyone s expense .",POINT (10.000654 53.550341),2020-02,2,DE,1,1
37,37,38,270278,Hamburg,2020-02-21 07:47:33+00:00,53.550.341,10.000.654,349423,50Hertz und Statkraft erproben Redispatch mit Erneuerbare-Energien-Anlagen in der Praxis  #windenergie #Resdispatch #50Hertz #EE #Stromnetz.Enpass #erneuerbareEnergie #regional #verteilnetz #Direktvermarkter #Strommarkt https://t.co/XdnLEjSugO,50hertz statkraft testing redispatch renewable energy plants practice # windenergy # resdispatch # 50hertz # ee # stromnetz.enpass # renewableenergy # regional # distributiongrid # directmarketer # electricitymarket,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
38,38,39,270376,Hamburg,2020-02-20 14:04:00+00:00,53.550.341,10.000.654,349423,ABO Wind bei Ausschreibung erfolgreich #windenergie #Genehmigung #Ausbau #Windkraft #Windpark #Zuschlag #Erfolg #Gebot #Deutschland #EEG #GE #Anlage #Tesla https://t.co/LINDNOcv3U,abo wind successful tender # windenergy # approval # expansion # windpower # windfarm # award # success # bid # germany # eeg # ge # plant # tesla,POINT (10.000654 53.550341),2020-02,2,DE,1,0
39,39,40,270394,Hamburg,2020-02-20 12:36:21+00:00,53.550.341,10.000.654,866129,"""Ohne #staatliche #Unterstützung setzt sich in der #Energiewirtschaft kaum eine neue #Technik durch. Erst das #ErneuerbareEnergie|n-#Gesetz hat den Durchbruch von #Windkraft und #Fotovoltaik möglich gemacht."" 
https://t.co/eSV0Ea8jsX","`` without # government # support , hardly new # technology can establish # energy industry . # renewableenergy # act made breakthrough # wind power # photovoltaics possible . ",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
40,40,41,270456,Hamburg,2020-02-20 08:37:04+00:00,53.550.341,10.000.654,349423,innogy und NEW erhalten in deutscher Onshore-Auktion Zuschlag für Kooperationswindpark Jüchen #windenergie #Windpark #innogy #MW #Baustart #Quartal #Ausschreibung #Garzweiler #Tagebau #Kohleausstieg https://t.co/zn7cQVSurT,innogy new win contract jüchen cooperative wind farm german onshore auction # windenergy # windfarm # innogy # mw # constructionstart # quarter # tender # garzweiler # opencastmine # coalphaseout,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
41,41,42,270493,Hamburg,2020-02-19 22:35:31+00:00,53.550.341,10.000.654,321727,"RT @Oliver_Krischer: Weder eine #Tesla Giga-Factory noch die #Windenergie sind das Problem des Naturschutzes. Im Gegenteil: #Klimaschutz, n…","rt @ oliver_krischer : neither # tesla gigafactory # wind energy problem nature conservation . contrary : # climate protection , n…",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
42,42,43,270616,Hamburg,2020-02-19 14:43:37+00:00,53.550.341,10.000.654,652181,RT @zukunft_erdgas: Das Projekt #Gigastack in der Humber-Region an der ostenglischen Küste 🇬🇧 geht in die nächste Runde. Ziel ist es die Um…,rt @ zukunft_erdgas : # gigastack project humber region east anglian coast 🇬🇧 entering next phase . goal to…,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
43,43,44,270665,Hamburg,2020-02-19 11:46:44+00:00,53.550.341,10.000.654,372862,RT @ADressel: Für viele ist es das Wahrzeichen der Elbinseln: die #Windmühle #Johanna in #Wilhelmsburg. Für notwendige Sanierungsmaßnahmen…,"rt @ adressel : many , s landmark elbe islands : # windmill # johanna # wilhelmsburg . necessary renovation work…",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
44,44,45,270719,Hamburg,2020-02-19 08:53:33+00:00,53.550.341,10.000.654,349423,Schweiz: 2018 74% erneuerbare Energien - aber Wind hat kaum Anteil #windenergie #Strom #Produktionsmix #Liefermix #erneuerbareEnegrie #Solar #Wasserkraft #Handel #Ausland #Import https://t.co/W8mVtCW8s3,switzerland : 74 % renewable energy 2018 - wind barely accounts share # windenergy # electricity # productionmix # supplymix # renewableenergy # solar # hydropower # trade # abroad # import,POINT (10.000654 53.550341),2020-02,2,DE,1,0
45,45,46,270929,Hamburg,2020-02-18 14:02:52+00:00,53.550.341,10.000.654,321727,"RT @bwe_sh: Heut starkes Statement von U. Polkaehn, DGB Nord zur Veröffentlichung des industriepolitischen Papiers für SH: 
Ohne Windenergi…","rt @ bwe_sh : strong statement today u. polkaehn , dgb north , publication industrial policy paper schleswig-holstein : without wind energy ...",POINT (10.000654 53.550341),2020-02,2,DE,1,19
46,46,47,270977,Hamburg,2020-02-18 10:38:04+00:00,53.550.341,10.000.654,349423,eno steigt auf Elektro um  #windenergie #Service #elektrisch #E-Auto #Serviceflotte #Standort #CO2 #klimaneutral #Windkraftanlage #onshore https://t.co/FJhM7J3Dl9,eno switches electric # windenergy # service # electric # electriccar # servicefleet # location # co2 # climateneutral # windturbine # onshore,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
47,47,48,271007,Hamburg,2020-02-18 09:13:58+00:00,53.550.341,10.000.654,349423,Vernetzung maritimer Wirtschaft und Interessen in Europa soll verbessert werden #windenergie #MaritimerKoordinator #Brüssel #EU #maritimeWirtschaft #offshore #Zusammenarbeit #Landstrominitiative #Meerestechnik https://t.co/jPq9FIG2qV,networking maritime economy interests europe improved # windenergy # maritimecoordinator # brussels # eu # maritimeeconomy # offshore # cooperation # shorepowerinitiative # marinetechnology,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
48,48,49,271165,Hamburg,2020-02-17 14:21:50+00:00,53.550.341,10.000.654,349423,Neuer EE-Strom-Tagesrekord in Deutschland #windenergie #FraunhoferISE #EnergyCharts #Windstrom #Anteil #Solar #Rekord #Wind https://t.co/SzQc49ZAnG,new daily renewable electricity record germany # windenergy # fraunhoferise # energycharts # windpower # share # solar # record # wind,POINT (10.000654 53.550341),2020-02,2,DE,1,0
49,49,50,271220,Hamburg,2020-02-17 11:22:00+00:00,53.550.341,10.000.654,638864,"RT @peter_simone: Glücklicherweise ist es gar nicht so, dass überall Widerstand gegen #Windenergie wächst - sonst wären nicht 30.000 Anlage…","rt @ peter_simone : fortunately , s case resistance # windenergy growing everywhere - otherwise nt 30,000 turbines ...",POINT (10.000654 53.550341),2020-02,2,DE,1,8
50,50,51,271252,Hamburg,2020-02-17 10:12:36+00:00,53.550.341,10.000.654,349423,OffTEC goes South #windenergie #Süddeutschland #Bayern #Norden #Aus-undFortbildung #Traininigszentrum #GWO #Auffrischung #sterreich https://t.co/wVbvJ18A5P,offtec goes south # windenergy # southerngermany # bavaria # north # trainingandfurthereducation # trainingcenter # gwo # refresher # austria,POINT (10.000654 53.550341),2020-02,2,DE,1,22
51,51,52,271290,Hamburg,2020-02-17 09:03:04+00:00,53.550.341,10.000.654,349423,Studie: Klimaschutzziele in der Energieversorgung erreichbar #windenergie #Energiewende #FraunhoferISE #Wind #PV #Solar #CO2 #Emissionen #Aufwand #Ausbau #onshore #offshore #Vermeidungskosten #Kosten #Technik #Studie https://t.co/Oio8C9Nj28,study : climate protection goals energy supply achievable # windenergy # energytransition # fraunhoferise # wind # pv # solar # co2 # emissions # expenditure # expansion # onshore # offshore # avoidancecosts # costs # technology # study,POINT (10.000654 53.550341),2020-02,2,DE,1,6
52,52,53,271306,Hamburg,2020-02-17 08:40:10+00:00,53.550.341,10.000.654,349423,Etapenziel erreicht: Bedarfsgesteuerte Nachtkennzeichnung (BNK) für Windräder kommt #windenergie #Dauerblinken #nachts #EEG #AVV #BNK #Anwohner #Akzeptanz #Luftfahrthindernis #Hürde #BWE #Verband #HermannAlbers https://t.co/hjHwcE9BHF,milestone reached : demand-controlled nighttime marking ( bnk ) wind turbines coming # windenergy # continuousflashing # atnight # eeg # avv # bnk # residents # acceptance # aviationobstacle # hurdle # bwe # association # hermannalbers,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
53,53,54,271457,Hamburg,2020-02-16 18:07:19+00:00,53.550.341,10.000.654,565801,"RT @BiGegenwind: Sang- und Klanglos beschlossen. Die Verschandelung unserer Landschaften ist freigegeben...

10 000 Hektar in Südhessen für…","rt @ bigegenwind : decided without fanfare . disfigurement landscapes permitted ... 10,000 hectares southern hesse ...",POINT (10.000654 53.550341),2020-02,2,DE,1,29
54,54,55,271528,Hamburg,2020-02-16 14:20:28+00:00,53.550.341,10.000.654,566537,"@behemothhh @UlrichEichelman insgesamt nicht weiter steigen sollen"" – was für ein armseliges Ziel ist das angesichts der jetzt schon (nicht nur durch Windkraft) desolaten Lage der Vogelwelt in D? Und wie sollen ein paar Ausgleichsflächen das garantieren? Warum verliert der NABU-Chef kein Wort über/2","@ behemothhh @ ulricheichelman `` overall number birds increase  – pathetic goal , given already desolate state birdlife germany ( due wind power ) ? compensatory areas supposed guarantee ? nt nabu head say word about/2",POINT (10.000654 53.550341),2020-02,2,DE,1,18
55,55,56,271595,Hamburg,2020-02-16 11:59:35+00:00,53.550.341,10.000.654,321727,#Energiewende dann lieber doch nicht... ich will trotzdem kein #Windrad vor der Tür https://t.co/gy6H77o2JI via @zeitonline,# energyturbine better ... still nt want # windturbine front door via @ zeitonline,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
56,56,57,271707,Hamburg,2020-02-16 09:01:44+00:00,53.550.341,10.000.654,411105,"Jährlich müsste etwa die fünffache Menge an neuen Windrädern gebaut werden, wenn Deutschland seine Zusage einhalten will, bis 2030 den Strom zu 65 Prozent aus erneuerbaren Energien zu beziehen. https://t.co/EEUubhf9c5",five times many new wind turbines built annually germany wants keep commitment generate 65 percent electricity renewable sources 2030 .,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
57,57,58,271847,Hamburg,2020-02-15 23:24:55+00:00,53.550.341,10.000.654,183275,RT @Hallaschka_HH: „Tickende Zeitbomben sagt der TÜV“ #Windenergie #Windräder,"rt @ hallaschka_hh : “ ticking time bombs , says tüv ” # windenergy # windturbines",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
58,58,59,272005,Hamburg,2020-02-15 19:12:32+00:00,53.550.341,10.000.654,321727,RT @LEE_NRW: #Windräder werden nachts bald weniger blinken. Ein entsprechender Gesetzentwurf der #Bundesregierung auf Initiative der Windbr…,"rt @ lee_nrw : # wind turbines will soon flash less night . corresponding bill # federalgovernment , initiated windbr…",POINT (10.000654 53.550341),2020-02,2,DE,1,-1
59,59,60,272113,Hamburg,2020-02-15 17:19:30+00:00,53.550.341,10.000.654,311957,RT @Hallaschka_HH: Heute in #Guxhagen südlich von  #Kassel - Die @Feuerwehr kann in dieser Höhe nicht löschen und auch das Ablöschen der be…,rt @ hallaschka_hh : today # guxhagen south # kassel - @ fire department can extinguish fire altitude extinguishing be…,POINT (10.000654 53.550341),2020-02,2,DE,1,28
60,60,61,272210,Hamburg,2020-02-15 08:57:39+00:00,53.550.341,10.000.654,638018,RT @ndrmv: Der #NABU hat Widerspruch gegen den Windpark Gennaker in der Ostsee vor der Halbinsel Fischland-Darß-Zingst eingelegt. Er sieht…,rt @ ndrmv : # nabu lodged objection gennaker wind farm baltic sea fischland-darß-zingst peninsula . sees…,POINT (10.000654 53.550341),2020-02,2,DE,1,-1
61,61,62,272302,Hamburg,2020-02-14 19:36:02+00:00,53.550.341,10.000.654,321727,"RT @EnergieWinde: Windenergie und Artenschutz stehen sich oft gegenüber, sind aber durchaus vereinbar!
Falls ihr es verpasst habt: Hier ein…","rt @ energiewinde : wind energy species conservation often odds , entirely compatible ! case missed : s ...",POINT (10.000654 53.550341),2020-02,2,DE,1,7
